first_name,last_name,position,height,weight,country,draft_year,draft_number,id_team,conference,division,team
Gradey,Dick,G,1.98,90.0,USA,2023,13,28,East,Atlantic,Toronto Raptors
Dan,Dickau,G-C,1.83,81.0,USA,2002,28,1,East,Southeast,Atlanta Hawks
Kaniel,Dickens,G-C,2.03,96.75,USA,2000,undrafted,3,East,Atlantic,Brooklyn Nets
Michael,Dickerson,G,1.96,85.5,USA,1998,14,15,West,Southwest,Memphis Grizzlies
Henry,Dickerson,G-C,1.93,85.5,USA,undrafted,undrafted,9,East,Central,Detroit Pistons
Dick,Dickey,G-C,1.85,78.75,USA,1950,undrafted,2,East,Atlantic,Boston Celtics
Derrek,Dickey,G-C,2.01,98.10000000000001,USA,1973,29,10,West,Pacific,Golden State Warriors
Travis,Diener,G-C,1.85,78.75,USA,2005,38,12,East,Central,Indiana Pacers
Ousmane,Dieng,F,2.06,83.25,France,2022,11,21,West,Northwest,Oklahoma City Thunder
Gorgui,Dieng,C,2.08,111.60000000000001,Senegal,2013,21,27,West,Southwest,San Antonio Spurs
Connie,Dierking,G-C,2.08,99.9,USA,1958,5,26,West,Pacific,Sacramento Kings
Coby,Dietrick,G-C,2.11,99.0,USA,1970,155,27,West,Southwest,San Antonio Spurs
Mickey,Dillard,G-C,1.9,76.5,USA,1981,55,6,East,Central,Cleveland Cavaliers
Rob,Dillingham,G,1.9,78.75,USA,2024,8,18,West,Northwest,Minnesota Timberwolves
Byron,Dinkins,G-C,1.85,76.5,USA,undrafted,undrafted,11,West,Southwest,Houston Rockets
Jackie,Dinkins,G-C,1.96,94.5,USA,1971,1,5,East,Central,Chicago Bulls
Spencer,Dinwiddie,G,1.96,96.75,USA,2014,38,7,West,Southwest,Dallas Mavericks
Bill,Dinwiddie,G-C,2.01,99.0,USA,undrafted,undrafted,26,West,Pacific,Sacramento Kings
Ike,Diogu,G-C,2.06,112.5,USA,2005,9,10,West,Pacific,Golden State Warriors
DeSagana,Diop,G-C,2.13,126.0,Senegal,2001,8,7,West,Southwest,Dallas Mavericks
Terry,Dischinger,G-C,2.01,85.05,USA,1962,8,9,East,Central,Detroit Pistons
Fred,Diute,G-C,1.9,94.5,USA,1951,27,1,East,Southeast,Atlanta Hawks
Vlade,Divac,G-C,2.16,117.0,Serbia,1989,26,14,West,Pacific,Los Angeles Lakers
Juan,Dixon,G-C,1.9,74.25,USA,2002,17,30,East,Southeast,Washington Wizards
Aleksandar,Djordjevic,G-C,1.88,89.10000000000001,Serbia,undrafted,undrafted,25,West,Northwest,Portland Trail Blazers
Michael,Doleac,G-C,2.11,117.9,USA,1998,12,22,East,Southeast,Orlando Magic
Marcus,Domask,G-F,1.98,96.75,USA,undrafted,undrafted,5,East,Central,Chicago Bulls
James,Donaldson,G-C,2.18,123.75,USA,1979,73,7,West,Southwest,Dallas Mavericks
Luka,Doncic,G-F,1.98,103.5,Slovenia,2018,3,7,West,Southwest,Dallas Mavericks
Bob,Donham,G-C,1.88,85.5,USA,1950,undrafted,2,East,Atlantic,Boston Celtics
Billy,Donovan,G-C,1.8,76.95,USA,1987,68,20,East,Atlantic,New York Knicks
Harry,Donovan,G-C,1.88,81.0,USA,1949,undrafted,20,East,Atlantic,New York Knicks
Keyon,Dooling,G-C,1.9,87.75,USA,2000,undrafted,13,West,Pacific,LA Clippers
Joey,Dorsey,G-C,2.06,123.75,USA,2008,33,11,West,Southwest,Houston Rockets
Tyler,Dorsey,G,1.96,82.35000000000001,USA,2017,41,7,West,Southwest,Dallas Mavericks
Jacky,Dorsey,G-C,2.01,103.5,USA,1976,26,21,West,Northwest,Oklahoma City Thunder
Luguentz,Dort,G,1.93,99.0,Canada,undrafted,undrafted,21,West,Northwest,Oklahoma City Thunder
Ayo,Dosunmu,G,1.96,90.0,USA,2021,38,5,East,Central,Chicago Bulls
Devon,Dotson,G,1.88,83.25,USA,undrafted,undrafted,30,East,Southeast,Washington Wizards
Damyean,Dotson,G,1.96,94.5,USA,2017,44,20,East,Atlantic,New York Knicks
Quincy,Douby,G-C,1.9,78.75,USA,2006,19,26,West,Pacific,Sacramento Kings
Sherman,Douglas,G-C,1.85,87.75,USA,1989,28,2,East,Atlantic,Boston Celtics
Bruce,Douglas,G-C,1.9,87.75,USA,1986,57,26,West,Pacific,Sacramento Kings
Toney,Douglas,G-C,1.88,87.75,USA,2009,29,20,East,Atlantic,New York Knicks
John,Douglas,G-C,1.88,76.5,USA,1978,118,13,West,Pacific,LA Clippers
Leon,Douglas,G-C,2.08,103.5,USA,1976,4,9,East,Central,Detroit Pistons
Chris,Douglas-Roberts,G-C,2.01,94.5,USA,2008,undrafted,3,East,Atlantic,Brooklyn Nets
Sekou,Doumbouya,F,2.03,103.5,France,2019,15,14,West,Pacific,Los Angeles Lakers
Lloyd,Dove,G-C,2.03,89.10000000000001,USA,1967,4,9,East,Central,Detroit Pistons
Zabian,Dowdell,G-C,1.9,85.95,USA,undrafted,undrafted,24,West,Pacific,Phoenix Suns
Steve,Downing,G-C,2.03,101.25,USA,1973,17,2,East,Atlantic,Boston Celtics
Jeff,Dowtin,G,1.9,79.65,USA,undrafted,undrafted,23,East,Atlantic,Philadelphia 76ers
Danny,Doyle,G-C,2.03,90.0,USA,1961,44,9,East,Central,Detroit Pistons
Milton,Doyle,G-C,1.93,81.0,USA,2017,undrafted,3,East,Atlantic,Brooklyn Nets
Terry,Dozier,G-C,2.06,94.5,USA,undrafted,undrafted,4,East,Southeast,Charlotte Hornets
PJ,Dozier,G-F,1.98,92.25,USA,undrafted,undrafted,18,West,Northwest,Minnesota Timberwolves
Goran,Dragic,G,1.93,85.5,Slovenia,2008,45,17,East,Central,Milwaukee Bucks
Zoran,Dragic,G-C,1.96,90.0,Slovenia,undrafted,undrafted,16,East,Southeast,Miami Heat
Greg,Dreiling,G-C,2.16,119.25,USA,1986,26,12,East,Central,Indiana Pacers
Henri,Drell,F,2.06,99.0,Estonia,undrafted,undrafted,5,East,Central,Chicago Bulls
Larry,Drew,G-C,1.85,76.5,USA,1980,17,26,West,Pacific,Sacramento Kings
John,Drew,G-C,1.98,92.25,USA,1974,25,1,East,Southeast,Atlanta Hawks
Bryce,Drew,G-C,1.9,82.8,USA,1998,16,11,West,Southwest,Houston Rockets
Larry,Drew II,G-C,1.88,81.0,USA,undrafted,undrafted,23,East,Atlantic,Philadelphia 76ers
Clyde,Drexler,G-C,2.01,99.9,USA,1983,14,25,West,Northwest,Portland Trail Blazers
Nate,Driggers,G-C,1.96,96.75,USA,undrafted,undrafted,2,East,Atlantic,Boston Celtics
Terry,Driscoll,G-C,2.01,96.75,USA,1969,4,17,East,Central,Milwaukee Bucks
Predrag,Drobnjak,G-C,2.11,121.5,Serbia,1997,48,21,West,Northwest,Oklahoma City Thunder
Ralph,Drollinger,G-C,2.18,112.5,USA,1978,5,7,West,Southwest,Dallas Mavericks
Andre,Drummond,C,2.11,125.55,USA,2012,9,23,East,Atlantic,Philadelphia 76ers
Dennis,DuVal,G-C,1.9,78.75,USA,1974,undrafted,30,East,Southeast,Washington Wizards
Chris,Duarte,G,1.96,85.5,Dominican Republic,2021,13,5,East,Central,Chicago Bulls
Alex,Ducas,G,2.01,99.0,USA,undrafted,undrafted,21,West,Northwest,Oklahoma City Thunder
Dick,Duckett,G-C,1.85,83.25,USA,1957,9,26,West,Pacific,Sacramento Kings
Kevin,Duckworth,G-C,2.13,135.0,USA,1986,33,25,West,Northwest,Portland Trail Blazers
Charles,Dudley,G-C,1.88,81.0,USA,1972,76,10,West,Pacific,Golden State Warriors
Chris,Dudley,G-C,2.11,117.0,USA,1987,75,25,West,Northwest,Portland Trail Blazers
Jared,Dudley,F,1.98,106.65,USA,2007,22,24,West,Pacific,Phoenix Suns
Terry,Duerod,G-C,1.88,81.0,USA,1979,48,9,East,Central,Detroit Pistons
Bob,Duffy,G-C,1.9,83.25,USA,1962,undrafted,9,East,Central,Detroit Pistons
Chris,Duhon,G-C,1.85,85.5,USA,2004,38,5,East,Central,Chicago Bulls
Duje,Dukan,G-C,2.06,99.0,Croatia,undrafted,undrafted,26,West,Pacific,Sacramento Kings
David,Duke Jr.,G,1.93,91.8,USA,undrafted,undrafted,27,West,Southwest,San Antonio Spurs
Walter,Dukes,G-C,2.13,99.0,USA,1953,undrafted,9,East,Central,Detroit Pistons
Joe,Dumars,G-C,1.9,87.75,USA,1985,18,9,East,Central,Detroit Pistons
Richard,Dumas,G-C,2.01,101.25,USA,1991,46,24,West,Pacific,Phoenix Suns
Tony,Dumas,G-C,1.98,85.5,USA,1994,19,7,West,Southwest,Dallas Mavericks
Tim,Duncan,F,2.11,112.5,US Virgin Islands,1997,1,27,West,Southwest,San Antonio Spurs
Andy,Duncan,G-C,1.98,87.75,USA,1947,undrafted,26,West,Pacific,Sacramento Kings
Mike,Dunleavy,G-C,2.06,103.5,USA,2002,3,10,West,Pacific,Golden State Warriors
Mike,Dunleavy,G-C,1.9,81.0,USA,1976,99,11,West,Southwest,Houston Rockets
T.R.,Dunn,G-C,1.93,86.4,USA,1977,41,8,West,Northwest,Denver Nuggets
Pat,Dunn,G-C,1.88,76.5,USA,1956,undrafted,10,West,Pacific,Golden State Warriors
Kris,Dunn,G,1.9,92.25,USA,2016,5,13,West,Pacific,LA Clippers
Ryan,Dunn,F,2.03,97.2,USA,2024,28,24,West,Pacific,Phoenix Suns
Ronald,Dupree,G-C,2.01,94.05,USA,undrafted,undrafted,9,East,Central,Detroit Pistons
Kevin,Durant,F,2.11,108.0,USA,2007,2,24,West,Pacific,Phoenix Suns
Jalen,Duren,C,2.08,112.5,USA,2022,13,9,East,Central,Detroit Pistons
John,Duren,G-C,1.9,87.75,USA,1980,19,29,West,Northwest,Utah Jazz
Pat,Durham,G-C,2.01,94.5,USA,1989,35,18,West,Northwest,Minnesota Timberwolves
Nikola,Durisic,G,2.03,96.3,Belgium,2024,43,1,East,Southeast,Atlanta Hawks
Devin,Durrant,G-C,2.01,90.0,USA,1984,25,12,East,Central,Indiana Pacers
Ken,Durrett,G-C,2.01,85.5,USA,1971,4,26,West,Pacific,Sacramento Kings
Trevon,Duval,G,1.88,85.05,USA,undrafted,undrafted,17,East,Central,Milwaukee Bucks
Jack,Dwan,G-C,1.93,90.0,USA,undrafted,undrafted,14,West,Pacific,Los Angeles Lakers
Craig,Dykema,G-C,2.03,85.5,USA,1981,66,24,West,Pacific,Phoenix Suns
Gene,Dyker,G-C,1.98,101.25,USA,1953,undrafted,1,East,Southeast,Atlanta Hawks
Jerome,Dyson,G-C,1.9,81.0,USA,undrafted,undrafted,19,West,Southwest,New Orleans Pelicans
Ledell,Eackles,G-C,1.96,103.95,USA,1988,36,30,East,Southeast,Washington Wizards
Jim,Eakins,G-C,2.11,96.75,USA,1968,57,26,West,Pacific,Sacramento Kings
Acie,Earl,G-C,2.11,108.0,USA,1993,19,2,East,Atlantic,Boston Celtics
Ed,Earle,G-C,1.9,85.5,USA,undrafted,undrafted,23,East,Atlantic,Philadelphia 76ers
Cleanthony,Early,G-C,2.03,94.5,USA,2014,34,20,East,Atlantic,New York Knicks
Tari,Eason,F,2.03,96.75,USA,2022,17,11,West,Southwest,Houston Rockets
Mark,Eaton,G-C,2.24,123.75,USA,1982,72,29,West,Northwest,Utah Jazz
Jerry,Eaves,G-C,1.93,81.0,USA,1982,55,29,West,Northwest,Utah Jazz
Devin,Ebanks,G-C,2.06,96.75,USA,2010,43,14,West,Pacific,Los Angeles Lakers
Bill,Ebben,G-C,1.93,85.5,USA,1957,18,9,East,Central,Detroit Pistons
Al,Eberhard,G-C,1.98,101.25,USA,1974,15,9,East,Central,Detroit Pistons
Ndudi,Ebi,G-C,2.06,87.75,USA,2003,26,18,West,Northwest,Minnesota Timberwolves
Jaime,Echenique,G-C,2.08,116.10000000000001,Colombia,undrafted,undrafted,30,East,Southeast,Washington Wizards
Jarell,Eddie,G-C,2.01,98.10000000000001,USA,undrafted,undrafted,30,East,Southeast,Washington Wizards
Patrick,Eddie,G-C,2.11,108.0,USA,undrafted,undrafted,20,East,Atlantic,New York Knicks
Thomas,Eddleman,G-C,1.88,85.05,USA,1949,undrafted,9,East,Central,Detroit Pistons
Kent,Edelin,G-C,2.03,92.25,USA,1984,1,12,East,Central,Indiana Pacers
Zach,Edey,C,2.24,137.25,Canada,2024,9,15,West,Southwest,Memphis Grizzlies
Keith,Edmonson,G-C,1.96,87.75,USA,1982,undrafted,27,West,Southwest,San Antonio Spurs
Tyus,Edney,G-C,1.78,74.7,USA,1995,47,26,West,Pacific,Sacramento Kings
Carsen,Edwards,G,1.8,90.0,USA,2019,33,9,East,Central,Detroit Pistons
Jesse,Edwards,C,2.13,103.5,Netherlands,undrafted,undrafted,18,West,Northwest,Minnesota Timberwolves
Doug,Edwards,G-C,2.01,105.75,USA,1993,15,1,East,Southeast,Atlanta Hawks
John,Edwards,G-C,2.13,123.75,USA,undrafted,undrafted,1,East,Southeast,Atlanta Hawks
Corsley,Edwards,G-C,2.06,123.75,USA,2002,57,19,West,Southwest,New Orleans Pelicans
James,Edwards,G-C,2.16,113.4,USA,1977,46,12,East,Central,Indiana Pacers
Franklin,Edwards,G-C,1.85,76.5,USA,1981,22,23,East,Atlantic,Philadelphia 76ers
Justin,Edwards,F,2.01,91.35000000000001,USA,undrafted,undrafted,23,East,Atlantic,Philadelphia 76ers
Anthony,Edwards,G,1.93,101.25,USA,2020,1,18,West,Northwest,Minnesota Timberwolves
Vincent,Edwards,F,2.03,101.25,USA,2018,52,11,West,Southwest,Houston Rockets
Bill,Edwards,G-C,2.03,96.75,USA,undrafted,undrafted,23,East,Atlantic,Philadelphia 76ers
Rob,Edwards,G,1.96,92.25,USA,undrafted,undrafted,21,West,Northwest,Oklahoma City Thunder
Kevin,Edwards,G-C,1.9,94.5,USA,1988,undrafted,16,East,Southeast,Miami Heat
Jay,Edwards,G-C,1.93,83.25,USA,1989,33,13,West,Pacific,LA Clippers
Blue,Edwards,G-C,1.93,103.05,USA,1989,21,29,West,Northwest,Utah Jazz
Kessler,Edwards,F,2.01,91.35000000000001,USA,2021,44,7,West,Southwest,Dallas Mavericks
Johnny,Egan,G-C,1.83,81.0,USA,1961,12,30,East,Southeast,Washington Wizards
Eddie,Ehlers,G-C,1.9,89.10000000000001,USA,1947,3,2,East,Atlantic,Boston Celtics
Craig,Ehlo,G-C,2.01,92.25,USA,1983,48,6,East,Central,Cleveland Cavaliers
Dick,Eichhorst,G-C,1.9,90.0,USA,undrafted,undrafted,1,East,Southeast,Atlanta Hawks
Howard,Eisley,G-C,1.88,83.25,USA,1994,undrafted,29,West,Northwest,Utah Jazz
Obinna,Ekezie,G-C,2.06,121.5,Nigeria,1999,37,1,East,Southeast,Atlanta Hawks
Khalid,El-Amin,G,1.78,90.0,USA,2000,34,5,East,Central,Chicago Bulls
Don,Eliason,G-C,1.88,94.5,USA,undrafted,undrafted,2,East,Atlantic,Boston Celtics
Mario,Elie,G-C,1.96,101.25,USA,1985,1,11,West,Southwest,Houston Rockets
CJ,Elleby,G-F,1.98,90.0,USA,2020,46,18,West,Northwest,Minnesota Timberwolves
Ray,Ellefson,G-C,2.03,103.5,USA,undrafted,undrafted,20,East,Atlantic,New York Knicks
Henry,Ellenson,F,2.11,110.25,USA,2016,18,9,East,Central,Detroit Pistons
Wayne,Ellington,G,1.93,93.15,USA,2009,28,14,West,Pacific,Los Angeles Lakers
Sean,Elliott,G-C,2.03,99.0,USA,1989,3,27,West,Southwest,San Antonio Spurs
Bob,Elliott,G-C,2.06,101.25,USA,1977,42,3,East,Atlantic,Brooklyn Nets
Harold,Ellis,G-C,1.96,99.0,USA,undrafted,undrafted,13,West,Pacific,LA Clippers
Bo,Ellis,G-C,2.06,88.65,USA,1977,17,8,West,Northwest,Denver Nuggets
Dale,Ellis,G-C,2.01,96.75,USA,1983,9,21,West,Northwest,Oklahoma City Thunder
Keon,Ellis,G,1.93,78.75,USA,undrafted,undrafted,26,West,Pacific,Sacramento Kings
LeRon,Ellis,G-C,2.06,101.25,USA,1991,22,4,East,Southeast,Charlotte Hornets
LaPhonso,Ellis,G-C,2.03,108.0,USA,1992,5,8,West,Northwest,Denver Nuggets
Boogie,Ellis,G,1.88,85.5,USA,undrafted,undrafted,26,West,Pacific,Sacramento Kings
Monta,Ellis,G-C,1.9,83.25,USA,2005,undrafted,10,West,Pacific,Golden State Warriors
Alexander,Ellis,G-C,1.96,83.25,USA,1958,16,14,West,Pacific,Los Angeles Lakers
Leroy,Ellis,G-C,2.11,94.5,USA,1962,6,14,West,Pacific,Los Angeles Lakers
Joe,Ellis,G-C,1.98,78.75,USA,1966,13,10,West,Pacific,Golden State Warriors
Pervis,Ellison,G-C,2.08,105.75,USA,1989,1,30,East,Southeast,Washington Wizards
Len,Elmore,G-C,2.08,99.0,USA,1974,13,3,East,Atlantic,Brooklyn Nets
Francisco,Elson,G-C,2.13,108.0,Netherlands,1999,41,8,West,Northwest,Denver Nuggets
Darrell,Elston,G-C,1.9,85.5,USA,1974,43,12,East,Central,Indiana Pacers
Melvin,Ely,G-C,2.08,117.0,USA,2002,12,4,East,Southeast,Charlotte Hornets
Joel,Embiid,F-C,2.13,126.0,Cameroon,2014,3,23,East,Atlantic,Philadelphia 76ers
Wayne,Embry,G-C,2.03,108.0,USA,1958,22,26,West,Pacific,Sacramento Kings
Andre,Emmett,G-C,1.96,103.5,USA,2004,35,15,West,Southwest,Memphis Grizzlies
Tristan,Enaruna,F,2.03,99.0,Netherlands,undrafted,undrafted,2,East,Atlantic,Boston Celtics
Chris,Engler,G-C,2.11,110.25,USA,1982,undrafted,10,West,Pacific,Golden State Warriors
Wayne,Englestad,G-C,2.03,110.25,USA,undrafted,undrafted,8,West,Northwest,Denver Nuggets
Claude,English,G-C,1.93,83.25,USA,1970,1,25,West,Northwest,Portland Trail Blazers
Kim,English,G-C,1.98,90.0,USA,2012,44,9,East,Central,Detroit Pistons
Jojo,English,G-C,1.93,87.75,USA,undrafted,undrafted,5,East,Central,Chicago Bulls
Alex,English,G-C,2.03,85.5,USA,1976,23,8,West,Northwest,Denver Nuggets
A.J.,English,G-C,1.9,78.75,USA,1990,37,30,East,Southeast,Washington Wizards
Scott,English,G-C,1.98,92.25,USA,1972,33,24,West,Pacific,Phoenix Suns
Gene,Englund,G-C,1.93,92.25,USA,undrafted,undrafted,2,East,Atlantic,Boston Celtics
Tyler,Ennis,G-C,1.9,87.3,Canada,2014,18,14,West,Pacific,Los Angeles Lakers
James,Ennis III,F,1.98,96.75,USA,2013,undrafted,8,West,Northwest,Denver Nuggets
Ray,Epps,G-C,1.98,87.75,USA,1977,4,10,West,Pacific,Golden State Warriors
Semih,Erden,G-C,2.13,108.0,Turkey,2008,undrafted,2,East,Atlantic,Boston Celtics
Bo,Erias,G-C,1.9,99.0,USA,1954,43,14,West,Pacific,Los Angeles Lakers
Keith,Erickson,G-C,1.96,87.75,USA,1965,18,14,West,Pacific,Los Angeles Lakers
Julius,Erving,G-C,2.01,90.0,USA,1972,12,23,East,Atlantic,Philadelphia 76ers
Evan,Eschmeyer,G-C,2.11,112.5,USA,1999,34,3,East,Atlantic,Brooklyn Nets
Vincenzo,Esposito,G-C,1.9,89.10000000000001,Italy,undrafted,undrafted,28,East,Atlantic,Toronto Raptors
Aaron,Estrada,G,1.9,85.5,USA,undrafted,undrafted,9,East,Central,Detroit Pistons
Drew,Eubanks,F,2.08,110.25,USA,undrafted,undrafted,29,West,Northwest,Utah Jazz
Jeremy,Evans,G-C,2.06,90.0,USA,2010,55,29,West,Northwest,Utah Jazz
Earl,Evans,G-C,2.03,90.9,USA,1978,157,9,East,Central,Detroit Pistons
Maurice,Evans,G-C,1.96,99.0,USA,undrafted,undrafted,1,East,Southeast,Atlanta Hawks
Jacob,Evans,G,1.93,94.5,USA,2018,28,10,West,Pacific,Golden State Warriors
Tyreke,Evans,G,1.98,99.0,USA,2009,4,26,West,Pacific,Sacramento Kings
Mike,Evans,G-C,1.85,76.5,USA,1978,21,8,West,Northwest,Denver Nuggets
Jawun,Evans,G-C,1.83,85.5,USA,2017,39,13,West,Pacific,LA Clippers
Brian,Evans,G-C,2.03,99.0,USA,1996,27,22,East,Southeast,Orlando Magic
Reggie,Evans,F,2.03,110.25,USA,undrafted,undrafted,21,West,Northwest,Oklahoma City Thunder
Tosan,Evbuomwan,F,2.01,97.65,United Kingdom,undrafted,undrafted,9,East,Central,Detroit Pistons
Daniel,Ewing,G-C,1.9,83.25,USA,2005,32,13,West,Pacific,LA Clippers
Patrick,Ewing,G-C,2.03,105.75,USA,2008,43,19,West,Southwest,New Orleans Pelicans
Patrick,Ewing,G-C,2.13,114.75,Jamaica,1985,1,20,East,Atlantic,New York Knicks
Dante,Exum,G,1.96,96.3,Australia,2014,5,7,West,Southwest,Dallas Mavericks
Christian,Eyenga,G-C,2.01,94.5,Congo,2009,undrafted,6,East,Central,Cleveland Cavaliers
Festus,Ezeli,G-C,2.11,119.25,Nigeria,2012,undrafted,10,West,Pacific,Golden State Warriors
John,Fairchild,G-C,2.01,92.25,USA,1965,16,14,West,Pacific,Los Angeles Lakers
Tacko,Fall,C,2.26,139.95000000000002,Senegal,undrafted,undrafted,6,East,Central,Cleveland Cavaliers
Phil,Farbman,G-C,1.85,83.25,USA,undrafted,undrafted,10,West,Pacific,Golden State Warriors
Kenneth,Faried,F-C,2.03,99.0,USA,2011,22,8,West,Northwest,Denver Nuggets
Dick,Farley,G-C,1.93,85.5,USA,1954,15,23,East,Atlantic,Philadelphia 76ers
Jordan,Farmar,G-C,1.88,81.0,USA,2006,26,14,West,Pacific,Los Angeles Lakers
Tony,Farmer,G-C,2.06,109.8,USA,undrafted,undrafted,10,West,Pacific,Golden State Warriors
Jim,Farmer,G-C,1.93,85.5,USA,1987,undrafted,21,West,Northwest,Oklahoma City Thunder
Mike,Farmer,G-C,2.01,94.5,USA,1958,3,1,East,Southeast,Atlanta Hawks
Desmon,Farmer,G-C,1.96,99.0,USA,undrafted,undrafted,21,West,Northwest,Oklahoma City Thunder
Vitor,Faverani,C,2.11,117.0,Brazil,undrafted,undrafted,2,East,Atlantic,Boston Celtics
Derrick,Favors,F-C,2.06,119.25,USA,2010,3,11,West,Southwest,Houston Rockets
Nick,Fazekas,G-C,2.11,105.75,USA,2007,34,13,West,Pacific,LA Clippers
Dave,Fedor,G-C,1.98,85.5,USA,1962,23,10,West,Pacific,Golden State Warriors
Butch,Feher,G-C,1.93,83.25,USA,1976,33,24,West,Pacific,Phoenix Suns
Jamie,Feick,G-C,2.03,114.75,USA,1996,48,3,East,Atlantic,Brooklyn Nets
Ron,Feiereisel,G-C,1.9,83.25,USA,1953,undrafted,14,West,Pacific,Los Angeles Lakers
Dave,Feitl,G-C,2.11,105.75,USA,1986,43,11,West,Southwest,Houston Rockets
Kay,Felder,G-C,1.75,79.2,USA,2016,54,6,East,Central,Cleveland Cavaliers
Cristiano,Felicio,F-C,2.11,121.5,Brazil,undrafted,undrafted,5,East,Central,Chicago Bulls
Noel,Felix,G-C,2.06,101.25,USA,undrafted,undrafted,21,West,Northwest,Oklahoma City Thunder
Ray,Felix,G-C,2.11,99.0,USA,1953,1,20,East,Atlantic,New York Knicks
Carrick,Felix,G-C,1.98,90.45,USA,2013,33,6,East,Central,Cleveland Cavaliers
Raymond,Felton,G,1.85,92.25,USA,2005,5,4,East,Southeast,Charlotte Hornets
Jake,Fendley,G-C,1.83,81.0,USA,1951,23,9,East,Central,Detroit Pistons
Bill,Fenley,G-C,1.9,85.5,USA,undrafted,undrafted,2,East,Atlantic,Boston Celtics
Desmond,Ferguson,G-C,2.01,94.5,USA,undrafted,undrafted,25,West,Northwest,Portland Trail Blazers
Terrance,Ferguson,G,1.98,85.5,USA,2017,21,21,West,Northwest,Oklahoma City Thunder
Rudy,Fernandez,G-C,1.98,83.25,Spain,2007,24,25,West,Northwest,Portland Trail Blazers
Bruno,Fernando,F,2.06,108.0,Angola,2019,34,28,East,Atlantic,Toronto Raptors
Eric,Fernsten,G-C,2.08,92.25,USA,1975,62,2,East,Atlantic,Boston Celtics
Al,Ferrari,G-C,1.93,85.5,USA,1955,15,1,East,Southeast,Atlanta Hawks
Rolando,Ferreira,G-C,2.16,108.0,USA,1988,26,25,West,Northwest,Portland Trail Blazers
Duane,Ferrell,G-C,2.01,96.75,USA,undrafted,undrafted,1,East,Southeast,Atlanta Hawks
Yogi,Ferrell,G,1.83,80.10000000000001,USA,undrafted,undrafted,26,West,Pacific,Sacramento Kings
Arnie,Ferrin,G-C,1.93,81.0,USA,1948,undrafted,14,West,Pacific,Los Angeles Lakers
Bob,Ferry,G-C,2.03,103.5,USA,1959,undrafted,9,East,Central,Detroit Pistons
Danny,Ferry,G-C,2.08,105.75,USA,1989,2,6,East,Central,Cleveland Cavaliers
Kyrylo,Fesenko,G-C,2.16,126.0,Ukraine,2007,38,29,West,Northwest,Utah Jazz
Landry,Fields,G,2.01,96.75,USA,2010,39,20,East,Atlantic,New York Knicks
Kenny,Fields,G-C,1.96,99.0,USA,1984,21,17,East,Central,Milwaukee Bucks
Ron,Filipek,G-C,1.96,92.25,USA,1967,0,23,East,Atlantic,Philadelphia 76ers
Kyle,Filipowski,C,2.11,112.5,USA,2024,32,29,West,Northwest,Utah Jazz
Greg,Fillmore,G-C,2.16,108.0,USA,1970,136,20,East,Atlantic,New York Knicks
Hank,Finkel,G-C,2.13,108.0,USA,1966,17,2,East,Atlantic,Boston Celtics
Michael,Finley,G-C,2.01,101.25,USA,1995,21,7,West,Southwest,Dallas Mavericks
Danny,Finn,G-C,1.85,83.25,USA,undrafted,undrafted,10,West,Pacific,Golden State Warriors
Dorian,Finney-Smith,F,2.01,99.0,USA,undrafted,undrafted,3,East,Atlantic,Brooklyn Nets
Matt,Fish,G-C,2.11,119.25,USA,1992,undrafted,13,West,Pacific,LA Clippers
Derek,Fisher,G-C,1.85,94.5,USA,1996,24,14,West,Pacific,Los Angeles Lakers
Gerald,Fitch,G-C,1.9,84.60000000000001,USA,undrafted,undrafted,16,East,Southeast,Miami Heat
Malik,Fitts,F,1.96,103.5,USA,undrafted,undrafted,13,West,Pacific,LA Clippers
Marcus,Fizer,G-C,2.03,117.0,USA,2000,4,5,East,Central,Chicago Bulls
Adam,Flagler,G,1.9,81.0,USA,undrafted,undrafted,21,West,Northwest,Oklahoma City Thunder
Jerry,Fleishman,G-C,1.88,85.5,USA,undrafted,undrafted,10,West,Pacific,Golden State Warriors
Ed,Fleming,G-C,1.9,85.05,USA,1955,16,14,West,Pacific,Los Angeles Lakers
Al,Fleming,G-C,2.01,96.75,USA,1976,undrafted,21,West,Northwest,Oklahoma City Thunder
Vern,Fleming,G-C,1.96,83.25,USA,1984,18,12,East,Central,Indiana Pacers
Luis,Flores,G-C,1.88,87.75,USA,2004,55,10,West,Pacific,Golden State Warriors
Trentyn,Flowers,F,2.06,83.25,USA,undrafted,undrafted,13,West,Pacific,LA Clippers
Bruce,Flowers,G-C,2.03,101.25,USA,1979,26,6,East,Central,Cleveland Cavaliers
Sleepy,Floyd,G-C,1.9,76.5,USA,1982,13,11,West,Southwest,Houston Rockets
Jonny,Flynn,G,1.83,83.25,USA,2009,6,18,West,Northwest,Minnesota Timberwolves
Mike,Flynn,G-C,1.88,81.0,USA,1975,113,12,East,Central,Indiana Pacers
Malachi,Flynn,G,1.85,83.25,USA,2020,29,27,West,Southwest,San Antonio Spurs
Larry,Fogle,G-C,1.96,92.25,USA,1975,34,20,East,Atlantic,New York Knicks
Jack,Foley,G-C,1.9,76.5,USA,1962,16,20,East,Atlantic,New York Knicks
Levi,Fontaine,G-C,1.93,85.5,USA,1970,undrafted,10,West,Pacific,Golden State Warriors
