first_name,last_name,position,height,weight,country,draft_year,draft_number,id_team,conference,division,team
Will,Richardson,G,1.96,76.5,USA,undrafted,undrafted,8,West,Northwest,Denver Nuggets
Josh,Richardson,G-F,1.96,90.0,USA,2015,undrafted,16,East,Southeast,Miami Heat
Jason,Richardson,G-C,1.98,101.25,USA,2001,5,10,West,Pacific,Golden State Warriors
Mitch,Richmond,G-C,1.96,99.0,USA,1988,5,26,West,Pacific,Sacramento Kings
John,Richter,G-C,2.06,101.25,USA,1959,6,2,East,Atlantic,Boston Celtics
Dick,Ricketts,G-C,2.01,96.75,USA,1955,1,26,West,Pacific,Sacramento Kings
Isaiah,Rider,G-C,1.96,96.75,USA,1993,5,18,West,Northwest,Minnesota Timberwolves
Jackie,Ridgle,G-C,1.93,87.75,USA,1971,41,6,East,Central,Cleveland Cavaliers
Luke,Ridnour,G-C,1.88,78.75,USA,2003,14,21,West,Northwest,Oklahoma City Thunder
Mel,Riebe,G-C,1.8,81.0,USA,undrafted,undrafted,2,East,Atlantic,Boston Celtics
Jim,Riffey,G-C,1.93,90.0,USA,1950,undrafted,9,East,Central,Detroit Pistons
Antoine,Rigaudeau,G-C,2.01,94.5,France,undrafted,undrafted,7,West,Southwest,Dallas Mavericks
Tom,Riker,G-C,2.08,101.25,USA,1972,8,20,East,Atlantic,New York Knicks
Ron,Riley,G-C,2.03,87.75,USA,1972,38,11,West,Southwest,Houston Rockets
Pat,Riley,G-C,1.93,92.25,USA,1967,7,14,West,Pacific,Los Angeles Lakers
Bob,Riley,G-C,2.06,105.75,USA,1970,82,1,East,Southeast,Atlanta Hawks
Eric,Riley,G-C,2.13,110.25,USA,1993,33,11,West,Southwest,Houston Rockets
Grant,Riller,G,1.88,85.5,USA,2020,56,23,East,Atlantic,Philadelphia 76ers
Rich,Rinaldi,G-C,1.9,87.75,USA,1971,43,30,East,Southeast,Washington Wizards
Mike,Riordan,G-C,1.93,90.0,USA,1967,128,30,East,Southeast,Washington Wizards
Zaccharie,Risacher,F,2.03,90.0,France,2024,1,1,East,Southeast,Atlanta Hawks
Arnie,Risen,G-C,2.06,90.0,USA,undrafted,undrafted,26,West,Pacific,Sacramento Kings
Goebel,Ritter,G-C,1.88,83.25,USA,1948,undrafted,20,East,Atlantic,New York Knicks
Ramon,Rivas,G-C,2.08,117.0,Puerto Rico,undrafted,undrafted,2,East,Atlantic,Boston Celtics
Austin,Rivers,G,1.93,90.0,USA,2012,undrafted,18,West,Northwest,Minnesota Timberwolves
David,Rivers,G-C,1.83,76.5,USA,1988,25,13,West,Pacific,LA Clippers
Doc,Rivers,G-C,1.93,94.5,USA,1983,31,1,East,Southeast,Atlanta Hawks
Liam,Robbins,C,2.13,112.5,USA,undrafted,undrafted,17,East,Central,Milwaukee Bucks
Anthony,Roberson,G-C,1.88,81.0,USA,undrafted,undrafted,20,East,Atlantic,New York Knicks
Rick,Roberson,G-C,2.06,103.95,USA,1969,15,14,West,Pacific,Los Angeles Lakers
Andre,Roberson,G-F,2.01,94.5,USA,2013,26,21,West,Northwest,Oklahoma City Thunder
Fred,Roberts,G-C,2.08,98.10000000000001,USA,1982,27,17,East,Central,Milwaukee Bucks
Anthony,Roberts,G-C,1.96,83.25,USA,1977,21,8,West,Northwest,Denver Nuggets
Brian,Roberts,G-C,1.85,77.85000000000001,USA,undrafted,undrafted,19,West,Southwest,New Orleans Pelicans
Stanley,Roberts,G-C,2.13,130.5,USA,1991,23,13,West,Pacific,LA Clippers
Joe,Roberts,G-C,1.98,96.3,USA,1960,21,23,East,Atlantic,Philadelphia 76ers
Marv,Roberts,G-C,2.03,90.0,USA,1971,45,14,West,Pacific,Los Angeles Lakers
Lawrence,Roberts,G-C,2.06,108.0,USA,2005,55,15,West,Southwest,Memphis Grizzlies
Ryan,Robertson,G-C,1.96,85.5,USA,1999,45,26,West,Pacific,Sacramento Kings
Alvin,Robertson,G-C,1.93,93.60000000000001,USA,1984,7,27,West,Southwest,San Antonio Spurs
Tony,Robertson,G-C,1.93,87.75,USA,1977,88,1,East,Southeast,Atlanta Hawks
Oscar,Robertson,G-C,1.96,92.25,USA,1960,1,26,West,Pacific,Sacramento Kings
Rick,Robey,G-C,2.11,103.5,USA,1978,3,2,East,Atlantic,Boston Celtics
Thomas,Robinson,G-C,2.08,106.65,USA,2012,5,25,West,Northwest,Portland Trail Blazers
Larry,Robinson,G-C,1.9,81.0,USA,undrafted,undrafted,1,East,Southeast,Atlanta Hawks
Glenn,Robinson,G-C,2.01,108.0,USA,1994,1,17,East,Central,Milwaukee Bucks
Jackie,Robinson,G-C,1.98,94.5,USA,1978,67,21,West,Northwest,Oklahoma City Thunder
Bernard,Robinson,G-C,1.98,94.5,USA,2004,45,4,East,Southeast,Charlotte Hornets
Mitchell,Robinson,C,2.13,108.0,USA,2018,36,20,East,Atlantic,New York Knicks
Flynn,Robinson,G-C,1.85,83.25,USA,1965,15,26,West,Pacific,Sacramento Kings
Devin,Robinson,F,2.03,90.0,USA,2017,undrafted,30,East,Southeast,Washington Wizards
Oliver,Robinson,G-C,1.93,81.0,USA,1982,24,27,West,Southwest,San Antonio Spurs
Justin,Robinson,G,1.85,87.75,USA,2019,undrafted,9,East,Central,Detroit Pistons
Duncan,Robinson,F,2.01,96.75,USA,undrafted,undrafted,16,East,Southeast,Miami Heat
Orlando,Robinson,C,2.08,105.75,USA,undrafted,undrafted,26,West,Pacific,Sacramento Kings
Clifford,Robinson,G-C,2.08,110.25,USA,1989,36,25,West,Northwest,Portland Trail Blazers
Rumeal,Robinson,G-C,1.88,87.75,USA,1990,undrafted,1,East,Southeast,Atlanta Hawks
Nate,Robinson,G-C,1.75,81.0,USA,2005,21,20,East,Atlantic,New York Knicks
Eddie,Robinson,G-C,2.06,94.5,USA,undrafted,undrafted,5,East,Central,Chicago Bulls
David,Robinson,G-C,2.16,112.5,USA,1987,1,27,West,Southwest,San Antonio Spurs
James,Robinson,G-C,1.88,81.0,USA,1993,21,25,West,Northwest,Portland Trail Blazers
Truck,Robinson,G-C,2.01,101.25,USA,1974,22,24,West,Pacific,Phoenix Suns
Chris,Robinson,G-C,1.96,90.0,USA,1996,51,15,West,Southwest,Memphis Grizzlies
Jerome,Robinson,G,1.96,85.5,USA,2018,13,10,West,Pacific,Golden State Warriors
Wayne,Robinson,G-C,2.03,97.65,USA,1980,31,9,East,Central,Detroit Pistons
Glenn,Robinson III,G-F,1.98,99.9,USA,2014,undrafted,12,East,Central,Indiana Pacers
Jeremiah,Robinson-Earl,F,2.03,108.0,USA,2021,32,19,West,Southwest,New Orleans Pelicans
Bill,Robinzine,G-C,2.01,103.5,USA,1975,undrafted,26,West,Pacific,Sacramento Kings
Dave,Robisch,G-C,2.08,105.75,USA,1971,44,8,West,Northwest,Denver Nuggets
Isaiah,Roby,F,2.03,103.5,USA,2019,45,20,East,Atlantic,New York Knicks
Red,Rocha,G-C,2.06,83.25,USA,1947,undrafted,23,East,Atlantic,Philadelphia 76ers
John,Roche,G-C,1.9,76.5,USA,1971,14,8,West,Northwest,Denver Nuggets
Jack,Rocker,G-C,1.96,83.25,USA,undrafted,undrafted,10,West,Pacific,Golden State Warriors
Hot,"Rod,Williams",G-C,2.11,110.25,USA,1985,45,6,East,Central,Cleveland Cavaliers
David,Roddy,F,1.93,114.75,USA,2022,23,1,East,Southeast,Atlanta Hawks
Guy,Rodgers,G-C,1.83,83.25,USA,1958,undrafted,10,West,Pacific,Golden State Warriors
Dennis,Rodman,G-C,2.01,94.5,USA,1986,27,9,East,Central,Detroit Pistons
Sergio,Rodriguez,G-C,1.9,79.2,Spain,2006,27,25,West,Northwest,Portland Trail Blazers
Lou,Roe,G-C,2.01,99.0,USA,1995,undrafted,9,East,Central,Detroit Pistons
Carlos,Rogers,G-C,2.11,104.4,USA,1994,11,28,East,Atlantic,Toronto Raptors
Johnny,Rogers,G-C,2.08,101.25,USA,1986,34,26,West,Pacific,Sacramento Kings
Roy,Rogers,G-C,2.08,105.75,USA,1996,22,15,West,Southwest,Memphis Grizzlies
Rodney,Rogers,G-C,2.01,121.5,USA,1993,9,13,West,Pacific,LA Clippers
Marshall,Rogers,G-C,1.85,85.5,USA,1976,34,10,West,Pacific,Golden State Warriors
Ken,Rohloff,G-C,1.83,87.75,USA,1963,59,1,East,Southeast,Atlanta Hawks
Magnum,Rolle,F,2.11,105.75,Bahamas,2010,51,1,East,Southeast,Atlanta Hawks
Tree,Rollins,G-C,2.16,105.75,USA,1977,14,1,East,Southeast,Atlanta Hawks
Phil,Rollins,G-C,1.88,83.25,USA,1956,undrafted,26,West,Pacific,Sacramento Kings
Ryan,Rollins,G,1.9,81.0,USA,2022,44,17,East,Central,Milwaukee Bucks
Lorenzo,Romar,G-C,1.85,78.75,USA,1980,141,10,West,Pacific,Golden State Warriors
Rajon,Rondo,G,1.85,81.0,USA,2006,21,6,East,Central,Cleveland Cavaliers
Sean,Rooks,G-C,2.08,117.0,USA,1992,undrafted,13,West,Pacific,LA Clippers
Jalen,Rose,G-C,2.03,96.75,USA,1994,13,12,East,Central,Indiana Pacers
Robert,Rose,G-C,1.96,81.0,USA,undrafted,undrafted,13,West,Pacific,LA Clippers
Malik,Rose,G-C,2.01,114.75,USA,1996,44,27,West,Southwest,San Antonio Spurs
Derrick,Rose,G,1.9,90.0,USA,2008,1,15,West,Southwest,Memphis Grizzlies
Alexander,Rosenberg,G-C,1.78,74.25,USA,undrafted,undrafted,10,West,Pacific,Golden State Warriors
Lennie,Rosenbluth,G-C,1.93,85.5,USA,1957,6,10,West,Pacific,Golden State Warriors
Dick,Rosenthal,G-C,1.96,92.25,USA,1954,4,9,East,Central,Detroit Pistons
Quinton,Ross,G-C,1.98,86.85000000000001,USA,undrafted,undrafted,13,West,Pacific,LA Clippers
Terrence,Ross,G-F,2.01,92.7,USA,2012,8,24,West,Pacific,Phoenix Suns
Doug,Roth,G-C,2.11,114.75,USA,1989,41,30,East,Southeast,Washington Wizards
Scott,Roth,G-C,2.03,95.4,USA,1985,82,18,West,Northwest,Minnesota Timberwolves
Irv,Rothenberg,G-C,2.01,96.75,USA,1947,undrafted,20,East,Atlantic,New York Knicks
Dan,Roundfield,G-C,2.03,92.25,USA,1975,28,1,East,Southeast,Atlanta Hawks
Ron,Rowan,G-C,1.96,90.0,USA,1986,67,25,West,Northwest,Portland Trail Blazers
Jackson,Rowe,F,2.01,94.5,Canada,undrafted,undrafted,10,West,Pacific,Golden State Warriors
Curtis,Rowe,G-C,2.01,101.25,USA,1971,11,9,East,Central,Detroit Pistons
Jim,Rowinski,G-C,2.03,112.5,USA,1984,86,16,East,Southeast,Miami Heat
Derrick,Rowland,G-C,1.96,87.75,USA,1981,211,17,East,Central,Milwaukee Bucks
Brian,Rowsom,G-C,2.06,99.0,USA,1987,34,4,East,Southeast,Charlotte Hornets
Brandon,Roy,G,1.98,94.95,USA,2006,6,25,West,Northwest,Portland Trail Blazers
Donald,Royal,G-C,2.03,98.10000000000001,USA,1987,52,22,East,Southeast,Orlando Magic
Terry,Rozier,G,1.85,85.5,USA,2015,16,16,East,Southeast,Miami Heat
Clifford,Rozier,G-C,2.11,103.5,USA,1994,16,10,West,Pacific,Golden State Warriors
Ricky,Rubio,G,1.88,85.5,Spain,2009,5,6,East,Central,Cleveland Cavaliers
Guy,Rucker,G-C,2.06,121.5,USA,1999,undrafted,10,West,Pacific,Golden State Warriors
John,Rudd,G-C,2.01,103.5,USA,1978,32,20,East,Atlantic,New York Knicks
Delaney,Rudd,G-C,1.88,81.0,USA,1985,83,29,West,Northwest,Utah Jazz
Damjan,Rudez,G-C,2.08,102.60000000000001,Croatia,undrafted,undrafted,12,East,Central,Indiana Pacers
John,Rudometkin,G-C,1.98,92.25,USA,1962,9,20,East,Atlantic,New York Knicks
Michael,Ruffin,G-C,2.03,111.60000000000001,USA,1999,32,30,East,Southeast,Washington Wizards
Trevor,Ruffin,G-C,1.85,89.55,USA,undrafted,undrafted,23,East,Atlantic,Philadelphia 76ers
Paul,Ruffner,G-C,2.08,101.25,USA,1970,28,13,West,Pacific,LA Clippers
Joe,Ruklick,G-C,2.06,99.0,USA,1959,9,10,West,Pacific,Golden State Warriors
Jeff,Ruland,G-C,2.08,108.0,USA,1980,25,30,East,Southeast,Washington Wizards
Bob,Rule,G-C,2.06,99.0,USA,1967,19,21,West,Northwest,Oklahoma City Thunder
Jerry,Rullo,G-C,1.78,74.25,USA,undrafted,undrafted,10,West,Pacific,Golden State Warriors
Rayan,Rupert,G-F,1.98,87.75,France,2023,43,25,West,Northwest,Portland Trail Blazers
Stefano,Rusconi,G-C,2.06,108.0,Italy,1990,52,24,West,Pacific,Phoenix Suns
Kareem,Rush,G-C,1.98,96.75,USA,2002,undrafted,14,West,Pacific,Los Angeles Lakers
Brandon,Rush,G-C,1.98,101.25,USA,2008,13,12,East,Central,Indiana Pacers
D'Angelo,Russell,G,1.9,86.85000000000001,USA,2015,2,14,West,Pacific,Los Angeles Lakers
Bryon,Russell,G-C,2.01,101.25,USA,1993,45,29,West,Northwest,Utah Jazz
Campy,Russell,G-C,2.03,96.75,USA,1974,8,6,East,Central,Cleveland Cavaliers
Walker,Russell,G-C,1.83,76.5,USA,1982,78,9,East,Central,Detroit Pistons
Bill,Russell,G-C,2.08,96.75,USA,1956,2,2,East,Atlantic,Boston Celtics
Walker,Russell,G-C,1.96,87.75,USA,1982,78,9,East,Central,Detroit Pistons
Cazzie,Russell,G-C,1.96,98.10000000000001,USA,1966,1,20,East,Atlantic,New York Knicks
Frank,Russell,G-C,1.9,81.0,USA,1972,35,5,East,Central,Chicago Bulls
Matt,Ryan,F,1.98,96.75,USA,undrafted,undrafted,19,West,Southwest,New Orleans Pelicans
Arvydas,Sabonis,G-C,2.21,131.4,Lithuania,1986,24,25,West,Northwest,Portland Trail Blazers
Domantas,Sabonis,F,2.08,108.0,Lithuania,2016,11,26,West,Pacific,Sacramento Kings
Robert,Sacre,G-C,2.13,121.5,Canada,2012,undrafted,14,West,Pacific,Los Angeles Lakers
Ed,Sadowski,G-C,1.96,108.0,USA,undrafted,undrafted,10,West,Pacific,Golden State Warriors
Tidjane,Salaun,F,2.03,93.15,France,2024,6,4,East,Southeast,Charlotte Hornets
John,Salley,G-C,2.11,114.75,USA,1986,11,9,East,Central,Detroit Pistons
John,Salmons,G-C,1.98,93.15,USA,2002,26,26,West,Pacific,Sacramento Kings
Kevin,Salvadori,G-C,2.13,103.95,USA,undrafted,undrafted,26,West,Pacific,Sacramento Kings
Soumaila,Samake,G-C,2.08,108.0,Mali,2000,36,3,East,Atlantic,Brooklyn Nets
Luka,Samanic,F,2.08,102.15,Croatia,2019,19,29,West,Northwest,Utah Jazz
Cheikh,Samb,G-C,2.16,110.25,Senegal,2006,51,13,West,Pacific,LA Clippers
Jamal,Sampson,G-C,2.11,105.75,USA,2002,46,4,East,Southeast,Charlotte Hornets
Brandon,Sampson,G-C,1.96,82.8,USA,2018,undrafted,5,East,Central,Chicago Bulls
JaKarr,Sampson,G-C,2.01,96.3,USA,undrafted,undrafted,23,East,Atlantic,Philadelphia 76ers
Ralph,Sampson,G-C,2.24,102.60000000000001,USA,1983,1,11,West,Southwest,Houston Rockets
Samardo,Samuels,G-C,2.06,117.0,Jamaica,undrafted,undrafted,6,East,Central,Cleveland Cavaliers
Jermaine,Samuels Jr.,F,1.98,103.5,USA,undrafted,undrafted,11,West,Southwest,Houston Rockets
Pepe,Sanchez,G-C,1.93,87.75,Argentina,undrafted,undrafted,23,East,Atlantic,Philadelphia 76ers
Mike,Sanders,G-C,1.98,94.5,USA,1982,74,24,West,Pacific,Phoenix Suns
Larry,Sanders,G-C,2.11,105.75,USA,2010,15,17,East,Central,Milwaukee Bucks
Melvin,Sanders,G-C,1.96,94.5,USA,undrafted,undrafted,27,West,Southwest,San Antonio Spurs
Frankie,Sanders,G-C,1.98,90.0,USA,1978,undrafted,2,East,Atlantic,Boston Celtics
Jeff,Sanders,G-C,2.03,101.25,USA,1989,undrafted,5,East,Central,Chicago Bulls
Thomas,Sanders,G-C,1.98,94.5,USA,1960,8,2,East,Atlantic,Boston Celtics
Babacar,Sane,F,2.01,103.5,Senegal,undrafted,undrafted,29,West,Northwest,Utah Jazz
Adama,Sanogo,F,2.06,110.25,Mali,undrafted,undrafted,5,East,Central,Chicago Bulls
Daniel,Santiago,G-C,2.16,115.2,Puerto Rico,undrafted,undrafted,17,East,Central,Milwaukee Bucks
Bob,Santini,G-C,1.96,85.5,USA,1953,undrafted,20,East,Atlantic,New York Knicks
Gui,Santos,F,1.98,83.25,Brazil,2022,55,10,West,Pacific,Golden State Warriors
Wayne,Sappleton,G-C,2.06,96.75,USA,1982,38,3,East,Atlantic,Brooklyn Nets
Dario,Saric,F,2.08,101.25,Croatia,2014,12,8,West,Northwest,Denver Nuggets
Alexandre,Sarr,C,2.13,92.25,France,2024,2,30,East,Southeast,Washington Wizards
Olivier,Sarr,C,2.08,108.0,France,undrafted,undrafted,21,West,Northwest,Oklahoma City Thunder
Marcus,Sasser,G,1.88,87.75,USA,2023,25,9,East,Central,Detroit Pistons
Jeryl,Sasser,G-C,1.98,90.0,USA,2001,22,22,East,Southeast,Orlando Magic
Jason,Sasser,G-C,2.01,101.25,USA,1996,41,15,West,Southwest,Memphis Grizzlies
Tomas,Satoransky,G-F,2.01,94.5,Czech Republic,2012,32,30,East,Southeast,Washington Wizards
Kenny,Satterfield,G-C,1.88,76.5,USA,2001,53,8,West,Northwest,Denver Nuggets
Frank,Saul,G-C,1.88,83.25,USA,1949,undrafted,14,West,Pacific,Los Angeles Lakers
Woody,Sauldsberry,G-C,2.01,99.0,USA,1957,undrafted,10,West,Pacific,Golden State Warriors
Fred,Saunders,G-C,2.01,94.5,USA,1974,31,2,East,Atlantic,Boston Celtics
Don,Savage,G-C,1.9,92.25,USA,1951,14,23,East,Atlantic,Philadelphia 76ers
Predrag,Savovic,G-C,1.98,101.25,Serbia,undrafted,undrafted,8,West,Northwest,Denver Nuggets
Brian,Scalabrine,G-C,2.06,105.75,USA,2001,34,2,East,Atlantic,Boston Celtics
Dewayne,Scales,G-C,2.03,93.60000000000001,USA,1980,36,20,East,Atlantic,New York Knicks
Alex,Scales,G-C,1.93,87.75,USA,undrafted,undrafted,27,West,Southwest,San Antonio Spurs
Frank,Schade,G-C,1.85,76.5,USA,1972,53,26,West,Pacific,Sacramento Kings
Herm,Schaefer,G-C,1.83,78.75,USA,undrafted,undrafted,14,West,Pacific,Los Angeles Lakers
Bob,Schafer,G-C,1.9,87.75,USA,1955,17,1,East,Southeast,Atlanta Hawks
Jordan,Schakel,G,1.98,90.0,USA,undrafted,undrafted,30,East,Southeast,Washington Wizards
Fred,Schaus,G-C,1.96,92.25,USA,1949,undrafted,9,East,Central,Detroit Pistons
Dolph,Schayes,G-C,2.03,87.75,USA,1948,4,23,East,Atlantic,Philadelphia 76ers
Dan,Schayes,G-C,2.11,117.0,USA,1981,13,8,West,Northwest,Denver Nuggets
Ossie,Schectman,G-C,1.83,78.75,USA,undrafted,undrafted,20,East,Atlantic,New York Knicks
Steve,Scheffler,G-C,2.06,112.5,USA,1990,39,21,West,Northwest,Oklahoma City Thunder
Tom,Scheffler,G-C,2.11,108.0,USA,1977,117,25,West,Northwest,Portland Trail Blazers
Baylor,Scheierman,G,1.98,92.25,USA,2024,undrafted,2,East,Atlantic,Boston Celtics
Dave,Schellhase,G-C,1.9,92.25,USA,1966,undrafted,5,East,Central,Chicago Bulls
Luke,Schenscher,G-C,2.16,119.25,USA,undrafted,undrafted,5,East,Central,Chicago Bulls
Herb,Scherer,G-C,2.06,95.4,USA,1950,undrafted,1,East,Southeast,Atlanta Hawks
Dwayne,Schintzius,G-C,2.18,128.25,USA,1990,24,3,East,Atlantic,Brooklyn Nets
Dale,Schlueter,G-C,2.08,101.25,USA,1967,63,25,West,Northwest,Portland Trail Blazers
Dick,Schnittker,G-C,1.96,90.0,USA,1950,4,14,West,Pacific,Los Angeles Lakers
Russ,Schoene,G-C,2.08,94.5,USA,1982,45,21,West,Northwest,Oklahoma City Thunder
Admiral,Schofield,F,1.96,108.45,United Kingdom,2019,42,22,East,Southeast,Orlando Magic
Dave,Scholz,G-C,2.03,99.0,USA,1969,56,23,East,Atlantic,Philadelphia 76ers
Detlef,Schrempf,G-C,2.08,105.75,USA,1985,8,21,West,Northwest,Oklahoma City Thunder
Dennis,Schroder,G,1.85,78.75,Germany,2013,17,3,East,Atlantic,Brooklyn Nets
Howie,Schultz,G-C,1.98,90.0,USA,undrafted,undrafted,14,West,Pacific,Los Angeles Lakers
John,Schweitz,G-C,1.98,94.5,USA,1982,138,21,West,Northwest,Oklahoma City Thunder
Luis,Scola,G-C,2.06,108.0,Argentina,2002,55,11,West,Southwest,Houston Rockets
Alvin,Scott,G-C,2.01,83.25,USA,1977,136,24,West,Pacific,Phoenix Suns
Ray,Scott,G-C,2.06,96.75,USA,1961,4,9,East,Central,Detroit Pistons
Brent,Scott,G-C,2.08,112.5,USA,undrafted,undrafted,12,East,Central,Indiana Pacers
Shawnelle,Scott,G-C,2.11,112.5,USA,1994,43,6,East,Central,Cleveland Cavaliers
James,Scott,G-C,1.98,81.0,USA,undrafted,undrafted,16,East,Southeast,Miami Heat
Byron,Scott,G-C,1.93,92.25,USA,1983,4,14,West,Pacific,Los Angeles Lakers
Dennis,Scott,G-C,2.03,103.05,USA,1990,4,22,East,Southeast,Orlando Magic
Trevon,Scott,F,2.03,101.25,USA,undrafted,undrafted,6,East,Central,Cleveland Cavaliers
Charlie,Scott,G-C,1.96,78.75,USA,1970,6,24,West,Pacific,Phoenix Suns
Mike,Scott,F,2.01,106.65,USA,2012,43,1,East,Southeast,Atlanta Hawks
Jay,Scrubb,G,1.96,99.0,USA,2020,55,22,East,Southeast,Orlando Magic
Carey,Scurry,G-C,2.01,84.60000000000001,USA,1985,37,29,West,Northwest,Utah Jazz
Dereon,Seabron,G,1.96,81.0,USA,undrafted,undrafted,9,East,Central,Detroit Pistons
Bruce,Seals,G-C,2.03,94.5,USA,1975,21,21,West,Northwest,Oklahoma City Thunder
Shea,Seals,G-C,1.96,94.5,USA,undrafted,undrafted,14,West,Pacific,Los Angeles Lakers
Malik,Sealy,G-C,2.03,90.0,USA,1992,14,13,West,Pacific,LA Clippers
Ed,Searcy,G-C,1.98,94.5,USA,1974,82,2,East,Atlantic,Boston Celtics
Ken,Sears,G-C,2.06,89.10000000000001,USA,1955,4,20,East,Atlantic,New York Knicks
Thabo,Sefolosha,F,1.98,96.75,Switzerland,2006,13,21,West,Northwest,Oklahoma City Thunder
Rony,Seikaly,G-C,2.11,113.85000000000001,USA,1988,9,16,East,Southeast,Miami Heat
Josh,Selby,G-C,1.88,82.35000000000001,USA,2011,49,15,West,Southwest,Memphis Grizzlies
Wayne,Selden,G-F,1.96,103.5,USA,2016,undrafted,20,East,Atlantic,New York Knicks
Brad,Sellers,G-C,2.13,94.5,USA,1986,9,5,East,Central,Chicago Bulls
Phil,Sellers,G-C,1.93,87.75,USA,1976,38,9,East,Central,Detroit Pistons
Frank,Selvy,G-C,1.88,81.0,USA,1954,1,14,West,Pacific,Los Angeles Lakers
Jim,Seminoff,G-C,1.88,85.5,USA,undrafted,undrafted,2,East,Atlantic,Boston Celtics
Mouhamed,Sene,C,2.11,103.5,Senegal,2006,undrafted,21,West,Northwest,Oklahoma City Thunder
George,Senesky,G-C,1.88,80.55,USA,undrafted,undrafted,10,West,Pacific,Golden State Warriors
Alperen,Sengun,F-C,2.11,109.35000000000001,Turkey,2021,16,11,West,Southwest,Houston Rockets
Brice,Sensabaugh,F,1.96,105.75,USA,2023,28,29,West,Northwest,Utah Jazz
Kevin,Seraphin,G-C,2.08,125.10000000000001,France,2010,17,30,East,Southeast,Washington Wizards
Ansu,Sesay,G-C,2.06,101.25,USA,1998,undrafted,21,West,Northwest,Oklahoma City Thunder
Ramon,Sessions,G-C,1.9,85.5,USA,2007,56,4,East,Southeast,Charlotte Hornets
Tom,Sewell,G-C,1.96,83.25,USA,1984,22,30,East,Southeast,Washington Wizards
Collin,Sexton,G,1.9,85.5,USA,2018,8,29,West,Northwest,Utah Jazz
Paul,Seymour,G-C,1.85,81.0,USA,undrafted,undrafted,23,East,Atlantic,Philadelphia 76ers
Charles,Shackleford,G-C,2.11,110.25,USA,1988,32,3,East,Atlantic,Brooklyn Nets
Lee,Shaffer,G-C,2.01,99.0,USA,1960,5,23,East,Atlantic,Philadelphia 76ers
Mustafa,Shakur,G-C,1.93,87.75,USA,undrafted,undrafted,30,East,Southeast,Washington Wizards
Landry,Shamet,G,1.93,85.5,USA,2018,26,20,East,Atlantic,New York Knicks
God,Shammgod,G-C,1.83,76.05,USA,1997,45,30,East,Southeast,Washington Wizards
Howie,Shannon,G-C,1.88,78.75,USA,1949,1,2,East,Atlantic,Boston Celtics
Terrence,Shannon Jr.,G-F,1.98,96.75,USA,2024,27,18,West,Northwest,Minnesota Timberwolves
Charlie,Share,G-C,2.11,105.75,USA,1950,1,1,East,Southeast,Atlanta Hawks
Bill,Sharman,G-C,1.85,78.75,USA,1950,undrafted,2,East,Atlantic,Boston Celtics
Jamarion,Sharp,C,2.26,105.75,USA,undrafted,undrafted,7,West,Southwest,Dallas Mavericks
Shaedon,Sharpe,G,1.96,93.60000000000001,Canada,2022,7,25,West,Northwest,Portland Trail Blazers
Day'Ron,Sharpe,C,2.06,119.25,USA,2021,29,3,East,Atlantic,Brooklyn Nets
Walter,Sharpe,G-C,2.06,110.25,USA,2008,32,9,East,Central,Detroit Pistons
John,Shasky,G-C,2.11,105.75,USA,1986,61,16,East,Southeast,Miami Heat
Ron,Shavlik,G-C,2.03,90.0,USA,1956,4,20,East,Atlantic,New York Knicks
Brian,Shaw,G-C,1.98,90.0,USA,1988,24,14,West,Pacific,Los Angeles Lakers
Casey,Shaw,G-C,2.11,114.75,USA,1998,37,23,East,Atlantic,Philadelphia 76ers
Marial,Shayok,G,1.96,89.10000000000001,Canada,2019,54,23,East,Atlantic,Philadelphia 76ers
Jamal,Shead,G,1.85,90.0,USA,2024,45,28,East,Atlantic,Toronto Raptors
Fred,Sheffield,G-C,1.88,74.25,USA,undrafted,undrafted,10,West,Pacific,Golden State Warriors
Craig,Shelton,G-C,2.01,94.5,USA,1980,28,1,East,Southeast,Atlanta Hawks
Lonnie,Shelton,G-C,2.03,108.0,USA,1976,25,21,West,Northwest,Oklahoma City Thunder
Tornike,Shengelia,G-C,2.06,108.0,Georgia,2012,54,3,East,Atlantic,Brooklyn Nets
Ben,Sheppard,G,1.98,85.5,USA,2023,26,12,East,Central,Indiana Pacers
Steve,Sheppard,G-C,1.98,96.75,USA,1977,undrafted,5,East,Central,Chicago Bulls
Jeff,Sheppard,G-C,1.9,85.5,USA,undrafted,undrafted,1,East,Southeast,Atlanta Hawks
Reed,Sheppard,G,1.88,83.25,USA,2024,3,11,West,Southwest,Houston Rockets
Edmund,Sherod,G-C,1.88,76.5,USA,1981,72,20,East,Atlantic,New York Knicks
Paul,Shirley,G-C,2.08,103.5,USA,undrafted,undrafted,24,West,Pacific,Phoenix Suns
Gene,Short,G-C,1.98,90.0,USA,1975,9,20,East,Atlantic,New York Knicks
Purvis,Short,G-C,2.01,94.5,USA,1978,5,10,West,Pacific,Golden State Warriors
Dexter,Shouse,G-C,1.88,90.0,USA,1985,92,23,East,Atlantic,Philadelphia 76ers
Dick,Shrider,G-C,1.88,85.5,USA,1948,undrafted,20,East,Atlantic,New York Knicks
Gene,Shue,G-C,1.88,76.5,USA,1954,3,9,East,Central,Detroit Pistons
John,Shumate,G-C,2.06,105.75,USA,1974,4,13,West,Pacific,LA Clippers
Iman,Shumpert,G,1.96,96.75,USA,2011,17,20,East,Atlantic,New York Knicks
